id,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin,target
1138098,2,1,4,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.6,0.3,1.060070752,11,0,0,0,1,11,1,1,2,1,53,2,0.447213595,0.758886745,0.377491722,2.449489743,0.2,0.4,0.6,4,1,5,2,6,1,6,3,4,2,4,0,0,1,0,0,0,1
1138225,0,1,4,0,0,0,1,0,0,0,0,1,0,1,3,0,0,1,0.9,1.3,1.51945714,11,1,1,0,1,15,1,0,2,1,63,2,0.387298335,0.92586792,0.319374389,3.605551276,0.7,0.4,0,1,3,7,2,10,1,11,6,1,4,8,0,0,1,0,1,0,1
1138497,4,1,7,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.6,0.8,1.342572158,5,1,0,0,0,7,1,1,0,1,92,3,0.374165739,0.622810214,0.327871926,2.449489743,0.1,0.3,0.6,2,1,6,2,9,0,6,5,1,0,10,0,1,1,0,0,0,1
1139184,2,1,6,1,6,0,1,0,0,0,0,0,0,0,7,0,1,0,0.9,1,1.534193599,11,1,1,0,0,4,1,0,2,1,12,3,0.4,0.871222661,0.324807635,3.605551276,0,0.9,0.1,2,2,9,0,11,3,14,7,3,6,10,0,1,0,0,0,0,1
1139379,0,1,7,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0.5,0.2,0.620483682,7,1,1,2,0,11,0,0,2,1,94,0,0.374165739,0.838904244,0.330454233,3.741657387,0.1,0.2,0.2,2,1,8,1,10,3,11,8,0,3,5,0,0,1,0,1,0,1
1140004,0,4,7,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.9,0.5,0.878919792,9,0,0,0,1,7,1,1,2,1,96,3,0.447213595,0.925611257,0.36138622,3.16227766,0.4,0.3,0.4,2,0,8,4,9,3,11,5,1,3,6,0,1,1,0,0,0,1
1140536,2,1,3,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.9,0.4,0.816624149,7,1,1,0,0,1,1,1,1,1,74,3,0.374165739,0.742389068,0.330302891,3.16227766,0.9,0.5,0.2,2,0,8,3,7,4,6,9,2,1,8,1,0,1,0,1,0,1
1140537,4,1,9,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.8,0.4,0.43445368,11,1,1,9,1,16,1,1,0,1,104,3,0.447213595,0.949336436,0.402616443,3,0.9,0.1,0.6,3,2,9,4,11,3,7,4,1,5,6,0,0,1,0,0,0,1
1141144,0,3,4,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0.4,0,0.503115295,7,1,1,0,1,1,1,0,2,1,51,2,0.4,0.93984349,0.436348485,3.741657387,0,0.5,0.7,2,2,10,0,8,3,7,8,1,2,6,0,1,0,1,1,0,1
1141594,0,1,9,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0.7,0.3,0.712390342,9,1,1,2,0,1,0,1,2,1,104,0,0.360555128,0.752186894,0.316227766,3.464101615,0.9,0.9,0.4,1,2,8,4,9,3,6,6,1,2,3,0,1,0,1,1,0,1
1141830,1,2,1,0,1,1,0,0,0,0,0,0,0,0,8,0,1,0,0.5,0.2,0.711951543,5,0,0,0,0,11,1,1,2,1,30,3,0.447213595,0.833517886,0.374833296,3,0.8,0.4,0,0,1,8,4,8,1,3,7,3,3,7,0,1,1,0,0,0,1
1142217,0,1,8,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,0.2,0.530330086,5,1,1,0,0,1,0,0,0,1,51,2,0.374165739,0.887749499,0.330756708,3.741657387,0.2,0.5,0.3,1,1,8,3,10,2,6,6,0,0,6,0,1,0,0,0,0,1
1142445,5,1,4,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.8,0.8,1.218092772,5,1,1,0,1,4,1,1,2,1,104,3,0.4,0.818068174,0.362629287,3.16227766,0.1,0,0.1,1,1,8,4,9,2,5,6,1,3,6,1,1,1,0,0,0,1
1142523,3,2,6,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.5,1.011805317,7,1,1,0,1,7,1,1,2,1,96,3,0.446878059,0.618332201,0.36138622,1.732050808,0.9,0.7,0.8,3,1,6,0,9,4,7,4,0,3,5,0,1,0,1,0,0,1
1142543,0,1,4,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.4,0,0.6,7,1,1,0,0,11,1,0,0,1,11,2,0.316227766,0.766215881,0.303315018,3.741657387,0.7,0.6,0,2,2,9,7,9,1,7,3,0,0,5,0,1,0,0,1,0,1
1143261,0,1,7,0,2,0,0,0,1,0,0,0,0,0,8,1,0,0,0.6,0.5,1.123332097,9,1,1,0,0,11,0,0,2,1,103,3,0.316227766,0.78248056,0.288790582,3.741657387,0.9,0.8,0.2,1,0,7,1,10,2,10,3,3,1,7,1,0,1,0,0,0,1
1143317,5,2,6,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.9,1.5,1.77746308,11,1,1,0,1,10,1,1,2,1,28,3,0.374165739,0.942653193,0.328633535,3.605551276,0.1,0.2,0.7,2,1,7,4,8,4,10,7,2,2,4,0,1,1,1,0,0,1
1143375,1,1,8,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.7,0.4,1.085126721,11,1,1,0,0,1,1,0,2,1,51,2,0.4,0.934077085,0.436348485,3.605551276,0.4,0.2,0.1,1,3,7,3,9,3,6,5,1,0,9,0,1,1,0,0,0,1
1143391,0,1,4,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.9,0.5,0.821203385,11,1,0,0,1,4,1,1,2,1,50,2,0.4,0.722455638,0.320156212,3.31662479,0.1,0.5,0.5,2,3,7,2,10,0,11,7,1,4,6,0,1,0,0,0,0,1
1143594,4,1,7,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.6,0,0.647108955,11,1,1,0,1,14,1,1,3,1,68,3,0.4,0.700958612,0.344383507,2.236067978,0.5,0.1,0,4,1,5,2,11,1,7,5,1,2,12,0,0,0,1,0,1,1
1144118,5,1,3,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0.6,0.4,0.80661329,11,1,1,0,0,11,0,1,1,1,17,2,0.374165739,0.922693685,0.327566787,3.464101615,0,0.3,0.9,3,2,9,2,10,2,9,4,2,4,5,0,0,0,1,1,0,1
1144635,5,2,4,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.9,0,1.433091065,11,1,1,0,0,14,1,1,2,1,72,3,0.4,1.096576189,0.350428309,3.605551276,0.1,0.4,0.8,1,3,8,4,9,1,6,6,2,2,8,0,1,1,0,1,0,1
1146764,0,1,7,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0.9,0.8,1.069170239,11,1,1,0,0,11,1,0,2,1,3,2,0.424264069,1.168473611,0.365923489,3.605551276,0.7,0.1,0.3,2,1,5,2,11,2,17,8,1,3,2,1,1,0,0,0,1,1
1146795,5,1,6,1,4,0,0,1,0,0,0,0,0,0,11,1,0,0,0.9,1.3,0.9826622,11,1,1,1,1,1,1,1,2,1,35,1,0.374165739,0.914370465,0.304959014,3.605551276,0.5,0.3,0.3,1,1,7,4,10,4,3,5,4,4,11,1,1,0,0,0,0,1
1147848,1,1,6,0,2,1,0,0,0,0,0,0,0,0,7,0,1,0,0.7,0.4,1.137156542,9,1,1,0,0,9,1,0,2,1,104,2,0.4,0.96028577,0.316227766,3.741657387,0.4,0.3,0.9,2,0,6,4,12,1,9,7,3,1,9,0,1,0,0,0,0,1
1147996,0,1,6,1,4,0,0,0,1,0,0,0,0,0,12,1,0,0,0.9,1.8,1.699080634,11,0,0,0,1,10,1,1,0,1,28,3,0.374165739,0.992669412,0.328633535,3.464101615,0.5,0.3,0,2,2,8,4,9,2,5,8,4,3,4,0,1,0,0,0,0,1
1148063,6,1,8,1,0,0,0,1,0,0,0,0,0,0,9,0,1,0,0.9,1.4,1.933099842,11,0,1,0,1,11,1,0,2,1,104,3,0.4,1.061213928,0.339116499,3.605551276,0.8,0.3,0.2,3,4,7,2,10,1,7,6,1,1,4,1,1,1,0,0,0,1
1148335,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.7,0.3,0.682367203,11,0,1,0,0,11,1,0,0,1,69,3,0.424264069,1.2063096,0.353553391,3.605551276,0.1,0.5,0.8,2,3,9,2,6,2,9,6,3,3,3,0,1,1,1,0,0,1
1148360,1,3,6,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0.638357267,5,1,1,0,0,9,1,0,2,1,93,3,0.4,0.901055396,0.316227766,3.605551276,0.7,0.5,0.3,3,2,8,2,10,3,10,4,2,3,9,1,1,1,0,1,0,1
1148498,4,1,6,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,1.2,1.351156912,11,1,0,0,0,6,1,1,2,1,104,3,0.374165739,0.61811497,0.338821487,2.645751311,0.7,0.2,0.2,1,3,7,3,11,1,6,6,3,2,4,0,1,1,1,0,1,1
1148552,0,1,6,1,2,0,1,0,0,0,0,0,0,0,6,1,0,0,0.7,1.4,1.447411483,11,1,1,0,1,9,1,0,2,1,93,3,0.4,0.901055396,0.316227766,3.605551276,0.8,0,0.8,3,2,7,4,5,2,8,5,0,3,10,0,0,0,0,0,0,1
1148625,6,1,9,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0.9,0.4,0.520816666,5,1,1,0,1,0,0,1,2,1,87,3,0.316227766,0.703253948,0.294448637,3.31662479,0.2,0.6,0.6,1,0,10,1,8,5,9,8,1,2,13,0,1,0,1,0,1,1
1148680,1,3,4,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.7,0.4,0.922632104,11,1,0,0,0,4,1,1,2,1,48,1,0.316227766,0.683361889,0.301993377,3.605551276,0.3,0.5,0.2,2,2,10,4,11,5,9,6,2,3,5,0,1,1,0,1,0,1
1149010,0,2,3,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.7,0.4,0.705779711,7,1,1,0,0,0,1,0,1,1,87,3,0.316227766,0.839950313,0.294448637,3.741657387,0.4,0.3,0.8,2,2,9,2,9,1,8,8,1,2,4,0,1,1,0,0,0,1
1149716,1,2,4,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.4,0,0.593190526,9,1,0,0,0,0,0,0,2,1,32,1,0.316227766,0.744400585,0.294448637,3.741657387,0.8,0.3,0.8,2,2,6,1,10,5,8,4,1,2,8,0,0,1,0,0,0,1
1149930,5,1,6,1,2,0,1,0,0,0,1,1,0,2,0,0,1,0,0.9,0.5,1.917517927,9,1,1,0,0,1,1,1,2,1,85,3,0.374165739,0.742844655,0.343511281,3,0.4,0.2,0.6,1,2,6,2,8,3,10,6,0,2,10,0,1,1,0,1,0,1
1150021,0,1,8,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.5,0.794512429,7,1,0,0,0,11,1,1,2,1,19,3,0.316227766,0.674598136,0.318590646,3,0.7,0.4,0.8,3,1,9,3,8,4,6,6,0,0,9,0,1,0,0,0,0,1
1150701,0,1,8,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.5,0,0.632455532,11,1,0,2,0,0,0,1,0,1,104,2,0.374165739,0.709600633,0.360138862,2.828427125,0.3,0,0.1,1,2,8,3,8,3,12,6,0,1,11,0,1,0,0,0,0,1
1150799,3,1,7,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.8,0.3,1.569832794,11,1,1,0,1,6,1,0,2,1,33,3,0.387298335,1.028480786,0.328633535,3.741657387,0.2,0.9,0.8,3,1,6,2,8,2,6,7,3,3,6,0,1,1,1,1,0,1
1151176,5,1,7,1,4,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,1.2,1.872998932,11,0,1,0,1,10,0,1,2,1,28,3,0.374165739,0.867122152,0.32984845,3,0.4,0.6,0.4,2,4,9,6,11,2,9,5,0,5,8,0,1,1,0,0,0,1
1151412,2,1,10,0,0,1,0,0,0,0,0,0,0,0,13,0,1,0,0.9,0.4,0.71063352,7,1,0,0,1,10,1,1,3,1,28,3,0.374165739,0.665098017,0.324807635,2.236067978,0,0.5,0.8,3,2,6,6,7,0,9,5,0,3,8,0,0,0,1,0,0,1
1151496,6,2,2,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0.9,1.4,1.513893986,11,0,1,8,1,13,1,0,2,1,104,3,0.447213595,1.359752044,0.379473319,3.741657387,0.4,0.5,0.8,2,2,8,7,10,5,11,6,1,0,9,0,1,1,0,0,0,1
1151638,1,1,8,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.7,0.2,0.580947502,9,1,1,0,0,11,1,1,2,1,103,1,0.316227766,0.52744903,0.288790582,2,0,0.4,0.3,3,1,7,2,10,0,6,3,2,4,8,0,0,1,1,0,0,1
1151894,0,1,4,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.8,0.7,0.658596994,11,1,0,1,1,16,1,1,2,1,104,3,0.316227766,0.734565706,0.301662063,3.31662479,0.9,0.6,0.3,5,2,7,1,8,3,9,8,2,3,10,0,1,1,1,1,0,1
1152641,7,1,5,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0.9,1.5,1.357617398,11,0,1,9,1,16,1,1,1,1,104,3,0.6164414,1.188138693,0.448218697,2.828427125,0.2,0.1,0.4,2,4,9,3,9,2,10,4,1,0,10,0,1,0,0,0,0,1
1152886,2,1,4,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.5,0.4,0.886002257,9,1,1,0,0,1,1,0,2,1,51,2,0.374165739,0.890062213,0.330756708,3.605551276,0.9,0.8,0.9,3,2,6,3,11,3,12,3,2,3,5,0,1,1,0,0,0,1
1153297,0,1,7,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,1.6,2.09269563,11,0,0,0,1,5,1,1,2,1,104,3,0.435660418,0.6273386,0.335410197,1.732050808,0.8,0.3,0.8,3,1,10,5,9,2,8,5,2,2,4,0,1,0,0,1,0,1
1153451,2,2,1,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0.5,0.4,0.75746287,7,1,0,0,1,11,1,1,2,1,103,3,0.316227766,0.612726598,0.288790582,2.828427125,0.9,0.2,0.4,1,0,9,6,10,1,8,4,1,3,5,0,1,0,0,0,0,1
1154741,5,1,9,1,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0.9,0.8,1.336272802,9,0,1,0,1,10,1,1,1,1,83,2,0.424264069,0.98435069,0.342052628,3.16227766,0.6,0.9,0,3,3,7,6,7,2,7,8,3,4,5,0,0,0,1,0,1,1
1154866,2,2,1,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.9,0.6,0.694172169,6,1,0,0,1,14,1,1,2,1,60,1,0.316227766,0.611122798,0.307083051,3,0.2,0.7,0.8,4,1,6,3,8,2,6,5,1,1,6,1,1,1,0,1,0,1
1154978,3,1,4,1,6,0,1,0,0,0,0,0,0,0,3,0,1,0,0.3,0,0.58255901,7,0,1,0,0,11,1,0,2,1,104,2,0.4,1.103122915,0.342198773,3.741657387,0.8,0.3,0.9,3,1,8,6,8,2,9,5,0,3,5,0,1,1,0,1,1,1
1155809,0,1,8,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.4,0,1.658500829,7,1,0,9,0,17,1,1,0,1,104,3,0.447213595,0.938918624,0.373496988,3.464101615,0.2,0.7,0.5,1,1,7,2,8,2,8,7,1,1,6,0,0,1,0,0,0,1
1155883,2,1,6,1,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.5,0.5,1.158123482,11,1,1,0,1,7,1,1,2,1,92,3,0.374165739,0.665004816,0.327871926,2.828427125,0.2,0.8,0.3,2,1,10,3,11,2,13,5,1,1,6,0,1,1,1,1,0,1
1155947,5,1,5,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0.3,0,0.704006392,11,1,0,9,0,15,1,1,2,1,41,2,0.519615242,1.070577584,0.423083916,3,0.2,0.8,0.9,3,3,9,4,10,2,7,6,1,2,10,0,0,0,0,0,0,1
1156161,1,1,6,1,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0.9,1.1,1.132199187,11,0,0,8,1,13,1,1,2,1,104,3,0.447213595,1.333957326,0.379473319,3.464101615,0.2,0.4,0.8,4,1,8,2,8,3,4,8,0,2,4,0,0,0,1,0,0,1
1156596,1,1,5,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.9,1.6,1.820714146,9,0,1,0,1,10,1,1,2,1,28,3,0.387298335,0.968235167,0.328633535,3.31662479,0.1,0.1,0,1,2,6,4,10,1,8,5,3,5,5,0,0,1,0,1,0,1
1156602,0,1,2,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0.8,1.3,0.884590301,9,1,1,0,0,0,1,0,2,1,86,3,0.4,1.056757085,0.342490876,3.605551276,0.2,0.1,0.5,3,1,9,2,8,2,6,7,1,4,11,0,0,1,1,1,0,1
1156795,0,1,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.8,0.4,1.202601347,11,1,1,8,0,14,0,0,1,1,18,2,0.5,1.307875067,0.431161223,3.741657387,0.6,0.2,0.5,2,2,9,0,10,3,9,3,2,1,8,0,1,0,0,0,0,1
1156829,1,1,3,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.2,0.634428877,7,1,1,0,0,1,1,1,2,1,64,3,0.316227766,0.732787331,0.301662063,3.464101615,0.2,0.6,0.5,1,2,7,4,9,0,4,4,2,1,8,0,1,1,1,0,0,1
1156902,6,1,6,1,4,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.3,0.669421392,7,1,1,0,0,14,1,1,2,1,72,3,0.4,1.076150163,0.350428309,3.605551276,0,0.6,0.4,1,1,6,4,10,3,11,7,2,2,10,0,0,0,0,0,0,1
1156912,1,1,4,0,0,0,0,1,0,0,1,1,0,2,4,0,0,1,0.9,0.4,0.751664819,7,0,0,9,1,16,1,1,2,1,104,3,0.447213595,1.011779792,0.402616443,3.16227766,0.5,0.2,0.6,4,3,8,0,9,3,14,6,4,5,16,0,0,1,0,0,0,1
1157546,5,2,8,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.9,1.4,1.586860107,9,1,0,0,0,15,1,1,3,1,5,2,0.424264069,0.577755704,0.325576412,0,0.1,0.8,0.5,2,2,7,2,6,2,7,8,1,4,9,0,1,1,0,0,0,1
1158966,5,1,7,1,1,0,1,0,0,0,0,0,0,0,12,1,0,0,0.9,0.3,0.626498204,7,0,0,1,1,9,1,1,1,1,61,3,0.447213595,0.9748596,0.381968585,3.31662479,0.4,0.3,0.8,1,1,9,2,10,0,14,9,0,4,5,0,1,1,0,1,1,1
1159293,2,1,3,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0.73058196,11,1,1,8,1,3,1,1,2,1,104,2,0.528961246,0.942148942,0.439886349,1.732050808,0.7,0.2,0,2,2,9,2,8,1,5,3,0,2,3,0,1,1,0,0,1,1
1159347,5,1,8,1,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0.7,0.9,0.963068014,11,0,1,0,0,10,1,0,2,1,89,2,0.387298335,1.103216559,0.336154726,3.605551276,0,0.6,0.5,1,2,7,2,10,1,7,3,1,2,6,0,0,0,0,1,1,1
1160840,1,2,1,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0.9,1.2,1.41509717,10,1,0,1,1,17,1,1,1,1,104,3,0.5,1.424824188,0.383275358,3.31662479,0.7,0.8,0.4,2,1,10,1,10,2,7,4,1,2,6,0,1,1,0,0,0,1
1161157,6,1,10,1,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0.4,0,0.902773504,11,0,1,0,1,1,1,1,2,1,85,3,0.424264069,0.974075107,0.357770876,3.464101615,0,0,0.1,2,2,6,3,7,2,8,4,2,1,13,0,1,0,0,1,0,1
1161878,7,1,4,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0.9,0.3,0.62249498,1,0,0,0,1,6,1,1,2,1,104,2,0.447213595,0.738828646,0.372021505,2.645751311,0.4,0.5,0.3,3,1,8,3,12,2,5,10,0,0,6,0,1,0,0,0,0,1
1162125,1,1,7,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0.4,0.5,0.792148976,11,1,1,0,0,11,0,1,2,1,103,1,0.316227766,0.566980548,0.288790582,2.645751311,0.2,0.4,0.2,3,3,8,6,12,1,8,9,2,2,11,0,1,0,0,0,0,1
1162576,0,2,2,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,1.1,1.383157619,11,1,1,0,1,15,1,0,2,1,97,3,0.387298335,0.927851869,0.298328678,3.605551276,0.8,0.9,0.1,1,3,8,2,9,1,4,3,0,6,11,1,1,1,0,1,0,1
1163074,2,1,1,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.5,0.3,0.999687451,8,1,0,0,0,4,1,1,2,1,84,3,0.316227766,0.811115954,0.320156212,3.605551276,0.4,0.5,0.9,1,4,7,1,9,3,7,4,1,2,9,0,1,0,1,1,0,1
1164336,1,2,1,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.8,0.9,1.273037706,11,1,1,0,1,11,1,1,0,1,101,3,0.374165739,0.772994606,0.321247568,3.31662479,0.7,0.2,0.5,2,3,7,2,10,2,10,4,3,6,4,0,0,1,0,1,0,1
1164401,0,2,1,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.8,1.217066145,7,1,0,0,0,11,1,1,2,1,103,3,0.316227766,0.594603834,0.288790582,2.828427125,0.9,0.7,0.9,3,1,9,3,11,1,15,9,1,1,9,0,1,1,0,0,0,1
1164418,0,1,5,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.5,1.098294132,11,0,1,0,0,11,1,0,2,1,3,2,0.424264069,1.221988625,0.378945906,3.605551276,0.1,0.2,0,2,1,9,1,10,4,8,6,0,2,7,0,1,0,0,0,0,1
1164446,3,1,7,0,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0.9,1.3,1.514306772,7,0,1,0,0,15,1,1,1,1,5,2,0.424264069,1.011585777,0.325576412,3,0.9,0.6,0.3,3,4,6,0,8,4,14,4,2,2,9,0,0,0,0,0,0,1
1164475,5,1,4,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0.7,0.4,0.739932429,7,1,1,0,1,11,1,1,3,1,7,3,0.424264069,0.719044361,0.354259792,2.645751311,0.3,0.4,0.2,0,4,6,2,9,1,8,5,0,4,12,0,1,0,1,1,0,1
1165084,3,1,5,1,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.4,0,0.664266513,7,1,1,0,1,11,1,1,2,0,67,2,0.374165739,0.637158594,0.300832179,2.828427125,0.8,0.1,0.6,3,2,10,7,8,4,12,6,0,2,7,0,0,1,0,0,1,1
1165356,5,1,5,1,6,0,1,0,0,0,0,0,0,0,8,0,1,0,0.9,0.8,0.835538748,11,1,1,0,1,0,1,1,2,1,78,3,0.4,0.802897002,0.328785645,3.31662479,0,0.7,0.8,2,5,7,4,10,1,10,6,2,6,11,0,1,0,1,0,0,1
1166388,0,1,2,0,4,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.2,0.49244289,11,1,1,0,0,4,1,0,2,1,48,3,0.316227766,0.76469083,0.301993377,3.741657387,0.7,0,0.7,1,2,9,1,9,3,9,7,2,3,4,0,1,0,1,1,0,1
1166439,5,1,6,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6,0.9,1.25399362,7,1,1,0,1,10,1,1,2,1,28,3,0.374165739,0.708828623,0.324807635,2.645751311,0.9,0.8,0.8,2,2,8,2,9,1,9,5,1,4,4,0,1,1,0,1,0,1
1166873,5,1,3,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,1,1.168064639,11,1,0,0,1,11,1,1,2,1,104,3,0.447213595,0.823831504,0.358189894,3.16227766,0.5,0.5,0,4,1,9,4,11,2,11,10,2,4,10,0,1,1,0,0,1,1
1166965,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.9,0.4,0.720676765,7,1,1,0,0,14,1,0,2,1,72,3,0.4,1.102054805,0.353411941,3.741657387,0.6,0.5,0.2,2,1,8,3,9,2,12,12,0,5,4,0,1,0,0,0,0,1
1167085,0,2,10,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0.8,1.1,1.127497228,11,1,1,0,0,14,1,1,2,1,82,3,0.316227766,0.739653146,0.329241553,3.605551276,0.2,0.4,0.6,2,1,9,3,9,3,10,7,1,2,9,0,1,1,0,1,0,1
1167261,1,1,1,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0.7,0.8,0.820060973,9,0,0,0,0,10,1,1,2,1,83,2,0.424264069,0.985168946,0.342052628,3,0.2,0.1,0.4,4,2,5,4,6,2,5,8,4,1,7,0,1,1,0,1,0,1
1167269,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0.8,0.6,1.460522167,11,1,1,0,1,6,1,1,2,1,104,3,0.374165739,0.695974256,0.338821487,3,0.4,0.4,0.2,4,2,6,1,9,1,13,6,1,4,11,0,1,0,0,0,0,1
1167465,5,1,10,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.3,0,0.661910115,7,1,1,0,0,1,0,1,2,1,38,3,0.316227766,0.697101437,0.299165506,3.31662479,0.9,0.8,0.8,3,1,7,5,6,1,6,5,1,3,9,0,1,1,0,0,0,1
1167780,1,1,1,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.6,0.6,0.790174032,5,1,1,0,0,7,1,1,2,1,92,3,0.374165739,0.80614889,0.327871926,3.464101615,0.7,0.2,0.6,2,2,7,3,10,1,8,7,1,2,9,0,1,0,1,0,0,1
1167902,6,1,6,1,6,0,0,1,0,0,0,0,0,0,10,0,0,0,0.9,1.8,1.525,11,1,1,0,1,11,1,1,2,1,36,3,0.374165739,0.892970713,0.326649659,3.605551276,0.8,0.4,0.9,1,2,8,5,11,3,15,9,0,1,4,0,1,0,0,1,0,1
1167910,0,1,1,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.5,0.4,0.996556571,7,1,0,0,0,11,1,1,2,1,103,3,0.316227766,0.678978937,0.288790582,3.31662479,0,0.9,0.8,2,3,4,5,7,2,12,4,2,3,4,0,1,0,0,0,0,1
1168247,5,1,4,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0.8,0.2,0.628987281,9,0,0,0,0,15,1,1,0,1,5,2,0.424264069,0.98848745,0.325576412,3,0.8,0.9,0.8,2,1,9,4,11,1,7,7,5,2,8,0,0,1,1,1,0,1
