id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
1231387,1,0,1,5,1,4,0,1,0,0,0,0,0,0,0,4,0,0,1,0.9,0.6,0.768114575,7,1,1,0,0,7,1,0,2,1,79,3,0.387298335,0.990731844,0.333166625,3.741657387,0.6,0.2,0.5,0,1,10,5,10,3,9,3,0,5,11,0,1,1,0,0,0
1231690,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.6,0.2,0.595818764,7,1,0,8,1,14,1,1,2,1,104,2,0.479583152,0.893745485,0.474341649,2.828427125,0.2,0.8,0.4,2,3,5,1,9,1,8,7,2,1,10,0,1,1,1,0,0
1231802,1,7,1,7,0,1,1,0,0,0,0,0,0,0,0,11,0,1,0,0.9,0.3,0.698659431,7,1,0,0,1,0,1,1,2,1,37,2,0.316227766,0.707968225,0.31144823,3.16227766,0.7,0.8,0.1,0,1,9,2,9,1,14,7,1,1,10,0,0,0,0,0,1
1231899,1,0,1,7,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0.9,0.5,1.021946672,11,0,0,0,0,15,0,1,3,1,5,2,0.424264069,1.03119725,0.325576412,3.16227766,0.6,0,0.4,3,2,7,4,9,2,4,8,2,4,11,0,1,0,1,0,0
1232023,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.9,0.4,0.762807315,7,1,0,0,1,11,1,1,2,1,57,2,0.394715087,0.594742809,0.313528308,2,0.8,0.8,0.6,3,2,9,1,12,3,9,10,1,5,8,0,1,0,0,0,0
1232048,1,5,1,3,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0.8,0.7,1.077323071,5,0,1,0,0,10,1,1,2,1,89,2,0.387298335,1.026397455,0.336154726,3.605551276,0.3,0.4,0.2,3,2,8,2,11,2,3,5,0,3,6,0,1,1,0,0,0
1232489,1,0,1,5,0,3,1,0,0,0,0,0,0,0,0,7,1,0,0,0.6,0.2,0.555090083,11,0,0,1,1,9,1,1,1,1,61,3,0.447213595,1.021372841,0.381968585,3.464101615,0.6,0.4,0.3,4,0,7,1,9,1,7,4,4,7,5,0,1,0,0,0,0
1233198,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0.817389136,11,1,0,0,1,1,1,1,2,1,70,3,0.374165739,0.836091853,0.33015148,3.464101615,0.1,0.7,0.3,2,1,8,6,10,2,11,5,0,3,9,0,1,0,0,1,0
1233757,1,3,1,6,1,0,0,1,0,0,0,0,1,0,1,9,0,0,1,0.9,0.4,0.767300463,7,1,1,0,1,1,1,1,2,1,31,3,0.374165739,0.777219562,0.314006369,3.16227766,0.1,0,0.5,4,0,8,1,10,2,16,4,0,1,4,1,1,0,0,0,0
1233791,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.8,0.2,0.869626357,7,1,1,0,0,0,1,1,2,1,78,3,0.4,0.828408312,0.328785645,3.31662479,0.2,0.7,0.6,2,2,5,1,9,0,14,5,4,2,3,0,0,1,0,0,0
1233825,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.5,0.2,0.487339717,11,1,1,0,1,11,1,0,2,1,11,2,0.316227766,0.752406607,0.303315018,3.605551276,0.3,0.6,0.7,4,2,8,2,9,3,16,3,0,2,10,0,1,1,1,0,0
1234123,1,6,1,8,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.8,1.3,0.509901951,11,1,1,0,1,14,1,1,2,1,68,3,0.447213595,0.969932796,0.360555128,3.31662479,0.9,0.7,0.6,3,3,8,3,9,4,12,4,1,0,8,0,0,1,0,1,0
1234437,1,2,1,8,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,1,1.254491929,11,1,0,0,1,11,1,1,2,1,101,3,0.374165739,0.76898828,0.321403174,3.16227766,0.8,0,0.6,3,4,7,4,10,1,9,3,1,2,8,0,1,0,0,1,0
1234692,1,5,1,6,0,6,1,0,0,0,0,0,0,0,0,11,0,1,0,0.4,0,0.924324077,11,1,1,0,1,11,0,1,2,1,53,2,0.447213595,0.882963759,0.377491722,3.16227766,0.8,0.9,0.9,2,4,9,3,11,3,14,8,2,2,9,0,0,1,0,0,0
1234742,1,2,1,11,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0.9,0.4,0.821203385,7,1,1,0,1,11,1,1,2,1,99,2,0.316227766,0.618733043,0.303315018,3.16227766,0,0.7,0.1,3,2,5,1,10,0,6,3,3,2,9,0,1,0,0,0,0
1234834,1,2,2,3,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0.9,0.7,0.764444243,11,0,1,0,0,14,1,0,2,1,72,3,0.4,1.182997663,0.354541958,3.605551276,0,0.9,0.9,2,0,8,1,9,2,10,3,1,2,7,0,0,1,0,1,0
1234977,1,7,4,11,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,0.6,1.658312395,11,1,1,0,1,11,1,1,2,1,67,2,0.374165739,0.654813708,0.300832179,3,0.4,0.1,0.4,2,2,6,4,10,2,10,1,3,1,7,0,1,0,0,0,0
1235100,1,3,1,6,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.8,0.3,1.876166304,11,1,0,8,1,14,1,1,2,1,104,2,0.547722558,1.059285975,0.319374389,2.828427125,0.2,0.3,0.2,1,2,8,2,10,2,6,5,0,4,5,0,1,0,0,0,0
1235117,1,5,1,8,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.4,0.725430906,7,0,1,0,0,11,1,1,2,1,104,2,0.4,1.005758215,0.342198773,3.464101615,0,0.3,0,2,0,6,3,11,3,3,8,3,6,11,1,1,0,0,1,0
1235506,1,0,4,10,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.9,0.2,0.761166867,7,1,1,1,0,3,1,0,2,1,45,3,0.4,0.866933896,0.309677251,3.605551276,0.8,0.9,0.1,2,2,6,4,10,2,5,6,1,2,6,0,0,1,0,1,0
1235903,1,7,1,7,0,2,1,0,0,0,0,0,0,0,0,8,0,0,0,0.7,0.3,0.587367006,7,1,1,0,1,1,1,1,4,1,40,2,0.397492138,0.4886945,0.324037035,0,0.6,0.7,0.7,3,1,7,2,8,1,8,3,1,2,12,0,1,1,1,0,0
1236076,1,4,4,10,1,1,0,1,0,0,0,0,0,1,1,2,0,0,1,0.9,1,1.295665852,11,0,1,0,1,1,1,1,2,1,70,3,0.4,0.887074307,0.342052628,3.464101615,0.5,0.7,0.4,2,4,3,4,12,2,11,5,1,4,4,0,1,0,0,1,1
1236585,1,6,1,6,1,3,0,1,0,0,0,0,0,0,0,3,1,0,0,0.7,0.9,1.464581852,11,0,1,0,0,11,1,1,2,1,53,2,0.447213595,0.997113603,0.37255872,3.16227766,0.4,0.7,0,1,3,7,3,8,0,6,12,0,3,9,0,1,0,0,1,1
1236589,1,5,1,7,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0.5,0.5,0.90519335,9,1,1,0,1,0,1,1,2,1,32,1,0.316227766,0.592567603,0.294448637,2.828427125,0.2,0.2,0.2,3,3,8,7,10,2,7,4,1,5,10,0,0,1,1,1,1
1236629,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.594243216,9,1,0,0,0,11,1,1,2,1,44,3,0.447213595,0.775822677,0.339116499,3.16227766,0.2,0.9,0.3,3,0,9,2,10,1,7,4,2,1,6,0,0,1,0,0,0
1236675,1,1,3,5,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.5,0.2,0.682367203,5,1,1,0,1,11,1,0,2,1,69,3,0.424264069,1.185353105,0.353553391,3.605551276,0.2,0,0.4,2,2,10,1,10,1,10,7,2,5,5,1,1,0,1,0,0
1236678,1,2,1,3,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.3,0,0.460298816,8,1,0,0,1,1,1,1,2,1,85,3,0.374165739,0.765419995,0.343511281,3.16227766,0.7,0.6,0.7,3,2,10,4,10,2,12,7,2,5,10,0,1,0,0,0,0
1237188,1,4,1,6,0,4,0,0,1,0,0,0,0,0,0,7,0,1,0,0.9,0.6,0.966630747,11,0,0,0,1,15,1,1,2,1,5,2,0.424264069,0.928041126,0.325576412,2.828427125,0.6,0.2,0.8,0,1,8,3,11,1,8,4,0,0,8,0,1,1,0,0,1
1237210,1,1,1,7,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0.6,0.9,1.004987562,9,0,1,1,1,0,1,0,1,1,75,2,0.447213595,1.276892535,0.382361086,3.605551276,0.7,0.8,0.1,4,0,8,4,9,1,12,2,3,1,9,1,1,1,1,0,0
1237316,1,0,1,5,0,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0.3,0.5,1.321930407,9,1,1,0,0,0,1,0,2,1,87,3,0.316227766,0.828757409,0.294448637,3.741657387,0.5,0.3,0,1,4,8,2,10,3,8,5,1,3,8,0,1,0,0,0,1
1237480,1,6,1,8,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.9,1.8,2.050762053,11,0,1,1,1,0,1,0,2,1,75,2,0.447213595,1.389244399,0.382361086,3.605551276,0.7,0,0.1,1,2,5,0,12,3,6,3,1,3,12,0,1,0,0,0,0
1237517,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.7,0.8,0.510514446,6,1,1,0,0,1,1,1,2,1,38,3,0.316227766,0.720192812,0.299165506,3.464101615,0.9,0.9,0.3,2,2,10,3,8,3,8,6,4,2,6,0,1,0,0,0,0
1237650,1,5,1,4,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.9,1.2,1.300240362,9,0,1,0,0,14,1,1,2,1,68,3,0.447213595,0.951506526,0.360555128,3.31662479,0,0.9,0.9,4,1,9,4,8,0,13,7,1,1,10,0,1,0,0,0,0
1238298,1,5,1,11,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.6,0.6,1.034105894,7,1,1,2,1,11,1,1,0,1,94,0,0.374165739,0.793360881,0.330454233,3.605551276,0.2,0.3,0,3,1,7,1,9,3,15,6,1,4,6,1,1,1,1,0,0
1238497,1,3,1,4,1,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0.9,1.2,1.326178721,11,1,1,2,1,11,1,1,2,1,14,0,0.374165739,0.683497931,0.334065862,3,0,0.1,0.5,1,1,9,3,10,3,3,9,2,3,8,0,0,0,1,1,0
1238881,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.5,0.4,0.668954408,9,1,1,0,0,14,1,1,1,1,29,3,0.447213595,1.079657889,0.38457769,3.605551276,0.5,0.5,0.3,2,1,8,1,9,3,9,8,2,4,10,0,0,0,0,0,0
1239024,1,3,1,6,0,6,0,0,1,0,0,0,0,0,0,2,0,1,0,0.3,0,1.554630181,9,1,0,2,1,1,1,1,0,1,1,0,0.424264069,0.973353664,0.346842904,3.605551276,0.7,0.3,0.5,3,4,7,7,11,2,7,5,0,4,8,0,0,1,0,0,0
1239188,1,1,1,8,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,1,1.525409781,11,1,1,0,1,11,1,0,2,1,17,2,0.374165739,0.963807875,0.327566787,3.605551276,0.7,0.3,0.4,1,2,8,2,9,2,9,5,0,3,11,0,0,0,1,0,0
1239539,1,6,1,3,1,0,0,0,1,0,0,0,0,0,0,12,0,1,0,0.4,0.3,0.861321659,9,0,0,0,0,15,1,1,2,1,5,2,0.424264069,1.09476874,0.325576412,3.16227766,0.2,0.8,0.4,1,2,7,2,11,2,12,7,1,2,5,0,1,0,0,0,0
1239934,1,4,4,10,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.6,1,1.003742995,7,0,1,0,0,11,1,1,2,1,3,2,0.424264069,1.118945139,0.378945906,3.464101615,0.9,0.3,0,1,1,6,3,7,3,11,8,0,5,8,0,0,0,0,0,0
1240020,1,0,1,6,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.4,0.5,0.567340286,1,1,1,0,1,1,1,0,2,1,10,2,0.316227766,0.854719518,0.324807635,3.605551276,0.8,0.7,0.8,2,0,9,2,6,2,10,2,1,2,7,0,1,1,1,0,0
1240022,1,5,1,7,1,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0.8,0.7,0.603634823,11,0,1,0,0,10,1,0,2,1,89,2,0.387298335,1.166873604,0.336154726,3.741657387,0,0.9,0.2,2,3,8,1,11,0,11,5,3,4,9,0,1,0,0,0,0
1240090,1,2,1,7,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0.9,0.5,0.6,7,1,1,0,1,0,1,1,0,1,43,3,0.4,0.700958612,0.300333148,3,0.1,0.4,0.4,4,0,7,3,8,1,6,6,1,5,6,0,1,1,0,1,0
1240372,1,0,1,7,0,6,1,0,0,0,0,0,0,0,0,10,0,0,0,0.9,1.3,1.413108276,11,1,1,0,1,15,1,0,2,1,97,3,0.387298335,0.946044396,0.298328678,3.605551276,0.1,0.4,0.2,4,2,7,3,10,4,10,3,1,2,7,0,0,0,1,0,1
1240380,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.9,0.3,0.598957428,7,0,0,0,0,11,1,1,2,1,44,3,0.445869936,0.770008586,0.445869936,2.828427125,0.4,0.9,0.3,3,1,9,3,11,2,5,8,4,2,13,0,0,0,0,0,0
1240575,1,0,2,1,1,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0.9,0.3,0.673609679,7,1,0,0,1,11,1,1,2,1,103,1,0.316227766,0.527879745,0.288790582,2,0.3,0.3,0.1,1,2,7,2,10,3,6,7,2,1,7,0,0,0,0,0,0
1240787,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,0.7,0.964689069,11,1,0,0,1,11,1,1,2,1,99,2,0.316227766,0.611612825,0.303315018,2.828427125,0.8,0.1,0.1,3,1,8,0,9,0,8,6,1,0,3,0,1,1,0,0,0
1240980,1,3,1,8,1,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0.8,0.8,1.051189802,8,1,0,0,1,0,1,1,3,1,62,3,0.4,0.775476393,0.32,2.828427125,0.4,0.5,0.3,2,0,4,2,11,6,10,7,1,5,8,0,1,1,0,0,0
1241829,1,2,1,8,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.8,0.9,1.177391184,11,1,0,0,1,1,1,1,3,1,74,3,0.360555128,0.5899993,0.307408523,2,0.7,0.2,0.2,4,2,4,6,9,3,6,5,2,2,8,0,0,1,0,1,1
1241924,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.735272059,7,0,1,0,0,11,1,0,1,1,3,2,0.424264069,1.194123005,0.378945906,3.741657387,0.6,0.2,0.5,3,4,10,2,9,1,8,4,1,2,9,0,0,1,0,1,0
1242858,1,5,1,5,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.6,0.2,0.697764287,9,0,1,0,0,0,1,1,2,1,54,3,0.4,0.99873784,0.32,3.605551276,0.1,0.4,0.4,1,2,5,2,7,4,8,4,1,4,8,0,1,0,0,0,0
1243309,1,3,1,4,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.6,0.3,0.796868873,4,1,0,0,0,7,1,1,2,1,96,3,0.447213595,0.712027718,0.36138622,2.645751311,0.8,0,0.3,4,1,8,6,8,4,6,9,0,2,7,0,0,1,0,0,1
1243356,1,2,1,6,0,1,1,0,0,0,0,0,0,0,0,8,0,1,0,0.5,0.3,0.668954408,7,0,0,0,1,6,1,1,2,1,104,2,0.447213595,0.844537626,0.372021505,3,0.7,0.2,0.7,2,2,5,3,8,1,9,3,0,2,7,0,1,0,0,1,0
1243677,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.9,0.4,0.724568837,11,1,0,0,0,0,1,1,2,1,78,3,0.4,0.874997048,0.328785645,3.464101615,0.8,0,0.6,3,0,10,2,9,1,8,4,1,2,7,0,1,1,1,1,0
1243681,1,7,1,6,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.6,0.920597632,11,0,1,0,1,10,1,1,2,1,83,2,0.424264069,1.037120935,0.356089876,3.31662479,0.8,0.2,0.8,3,2,9,3,6,4,8,5,0,2,4,1,1,1,0,0,0
1243774,1,2,1,4,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,1.1,1.160280139,11,1,0,9,1,8,1,1,1,1,104,3,0.49969991,0.946131751,0.395853508,2.449489743,0.8,0,0.8,3,3,8,3,10,2,11,6,0,3,8,0,1,1,0,0,0
1244037,1,1,1,6,0,2,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,0.3,0.809320703,5,1,0,0,0,1,0,1,1,1,85,3,0.374165739,0.765419995,0.343511281,3.16227766,0.2,0,0.8,3,1,7,2,7,4,12,0,3,3,6,0,0,0,0,1,0
1244145,1,4,2,3,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.5,0.2,0.837779804,11,1,1,0,1,14,0,1,0,1,82,3,0.316227766,0.665155484,0.329241553,3,0.4,0.3,0.4,2,4,9,2,8,2,9,6,1,4,7,0,1,0,0,0,0
1244161,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.8,0,0.579331511,9,1,1,0,0,9,1,0,2,1,104,2,0.4,1.017613478,0.316227766,3.741657387,0.1,0.8,0.2,1,2,8,3,11,5,15,7,2,4,13,0,1,1,0,0,0
1244256,1,3,1,6,1,1,0,1,0,0,0,0,0,0,0,9,0,1,0,0.9,0.4,0.656696277,11,0,1,0,0,3,1,1,2,1,104,3,0.424264069,1.029091311,0.359583092,3.605551276,0.4,0.3,0.4,1,3,7,1,10,1,9,4,0,2,8,0,1,1,1,1,1
1244408,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0.9,0.9,1.134129622,11,1,0,0,1,1,1,1,2,1,91,3,0.374165739,0.910566984,0.351710108,3.31662479,0.4,0.6,0.9,2,5,7,2,8,2,7,1,1,6,8,0,0,1,1,0,0
1244625,1,0,1,7,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.6,0.4,0.544288526,11,1,1,0,1,1,1,0,2,1,51,2,0.374165739,0.890062213,0.330756708,3.741657387,0.5,0.9,0.8,0,0,8,1,7,3,4,3,1,4,4,1,1,0,0,0,0
1245070,1,5,1,3,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0.7,0.3,0.678232998,7,1,0,0,1,11,1,1,2,1,16,3,0.424264069,0.637709615,0.326343377,2.236067978,0.5,0.6,0.9,1,5,6,4,10,3,9,6,3,4,9,0,1,0,0,1,0
1245337,1,5,1,4,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.5,0.2,1.063896142,9,1,1,1,1,3,1,1,2,1,104,2,0.424264069,0.809193048,0.342928564,3.31662479,0.7,0.9,0.1,1,3,8,4,5,2,4,4,0,2,7,0,1,1,1,0,1
1245374,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,1.420827224,11,1,1,0,0,9,1,0,2,1,93,3,0.4,0.901055396,0.316227766,3.605551276,0.2,0,0,4,1,6,2,8,2,10,9,0,4,7,0,0,0,1,1,0
1245636,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.6,1.2,1.432872988,9,0,0,0,1,15,1,1,3,1,104,3,0.424028301,0.812416556,0.347131099,2.645751311,0.1,0.8,0.5,2,3,8,2,8,3,14,4,5,2,12,0,0,1,1,1,0
1245951,1,3,2,10,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.4,0,1.015504801,5,0,1,0,1,10,0,1,2,1,83,2,0.424264069,0.98410928,0.342052628,3.16227766,0.3,0.4,0.6,3,2,6,4,6,3,10,1,2,7,6,0,1,1,0,0,0
1246009,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,1.5,1.659254351,11,0,0,1,1,17,1,1,1,1,104,2,0.447213595,1.309572197,0.378153408,3,0,0.4,0.3,1,3,8,3,9,2,13,4,2,4,7,0,1,0,0,0,1
1246268,1,0,1,8,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0.7,0.3,0.823862853,11,0,1,0,0,11,1,0,2,1,3,2,0.424264069,1.237522351,0.378945906,3.605551276,0.5,0.7,0.7,5,3,7,4,8,3,13,3,0,3,5,1,1,0,0,0,0
1246273,1,5,1,7,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.5,0.4,0.623498196,9,1,0,0,1,15,0,1,0,1,5,2,0.424264069,0.548363456,0.325576412,1,0.6,0,0.4,2,3,6,4,9,2,8,3,3,4,3,0,0,0,1,0,0
1247091,1,0,1,6,0,4,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,1.1,1.253495114,11,1,1,0,0,6,1,0,2,1,33,3,0.387298335,0.97659596,0.328633535,3.741657387,0.3,0.2,0.7,1,6,9,2,10,2,10,4,1,0,5,0,1,1,0,0,0
1247969,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.7,0.2,0.526782688,11,1,1,0,0,9,1,0,2,1,21,3,0.316227766,0.841780875,0.313049517,3.605551276,0.8,0.7,0.7,2,2,8,4,8,3,10,5,1,2,4,1,0,1,1,1,0
1247986,1,1,1,7,0,3,0,1,0,0,0,0,0,0,0,13,0,1,0,0.9,1.3,1.516781131,11,0,1,0,1,11,1,1,2,1,3,2,0.424264069,1.110645334,0.378945906,3.464101615,0.3,0.2,0.9,3,1,8,4,10,3,8,10,0,0,1,0,1,1,1,0,0
1248063,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0.8,0.2,0.591079521,7,1,0,0,0,14,1,1,2,1,68,3,0.447213595,0.846821964,0.349284984,3,0.8,0.2,0.7,1,3,10,5,6,1,8,2,0,5,7,0,0,1,0,0,0
1248243,1,6,1,10,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.5,0.6,0.986787718,11,1,1,1,0,16,1,1,2,1,104,3,0.4,0.937995048,0.342052628,3.31662479,0.3,0,0.5,1,1,6,0,9,2,8,7,1,4,6,0,1,1,0,0,1
1248960,1,5,1,6,0,4,0,0,0,1,0,0,0,0,0,9,0,1,0,0.9,0.4,0.78938267,7,1,1,0,0,11,1,1,2,1,67,2,0.374165739,0.749435049,0.300832179,3.464101615,0.6,0.1,0.9,4,2,8,4,10,3,9,6,1,5,4,0,1,0,0,0,1
1249137,1,1,1,5,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.9,0.2,1.228057409,5,1,1,0,1,0,1,1,2,1,46,3,0.4,0.811653246,0.300333148,3.605551276,0.5,0.5,0.6,2,2,6,3,9,2,8,5,0,1,8,0,1,0,0,0,0
1249562,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.5,0.2,0.52141634,11,1,0,0,0,11,1,1,2,1,99,2,0.316227766,0.61844914,0.303315018,3,0,0.7,0.4,1,1,8,6,9,5,3,10,1,1,7,0,0,0,1,0,0
1249724,1,7,1,5,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0.8,1.3,1.645258338,11,1,0,9,1,17,1,1,2,1,104,3,0.754983443,1.147490975,0.47,2.449489743,0.7,0.7,0.6,2,3,9,1,8,2,10,12,2,6,10,0,0,1,0,0,0
1249923,1,6,1,6,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0.9,0.6,0.942735382,11,1,0,0,0,14,1,1,2,1,42,2,0.4,0.734425058,0.33763886,3.16227766,0.1,0.5,0.8,2,1,9,1,9,5,3,4,1,3,8,0,0,0,0,0,0
1251047,1,2,1,6,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,0.6,0.4,0.828024758,7,1,0,0,1,1,1,1,1,1,104,3,0.424264069,0.853856105,0.350713558,3,0.6,0.3,0.7,2,1,10,3,8,1,7,3,2,6,5,0,1,1,1,0,0
1251255,1,2,1,6,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.4,0,1.633056949,11,0,1,0,1,0,1,1,0,1,78,3,0.4,0.868645759,0.328785645,3.31662479,0.9,0.9,0.8,3,2,6,1,10,2,6,4,0,2,7,0,1,1,0,1,0
1251364,1,5,1,8,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.8,0.4,0.961769203,11,1,1,2,1,11,0,0,2,1,94,0,0.374165739,0.873420653,0.330454233,3.605551276,0.8,0.9,0.2,2,2,7,2,7,3,10,5,4,2,8,0,1,1,0,1,0
1252161,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.7,0.6,0.768927825,9,1,1,0,0,14,1,1,0,1,82,3,0.316227766,0.716309412,0.329241553,3.464101615,0.5,0,0.9,2,2,9,5,9,2,13,4,1,4,6,0,1,1,0,1,0
1252372,1,6,1,7,1,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0.4,0,1.368849882,11,0,0,0,1,1,1,0,2,1,51,2,0.4,0.970781827,0.338821487,3.605551276,0.7,0.5,0.1,0,0,8,3,10,3,10,6,1,0,11,0,1,0,0,0,0
1252409,1,5,4,4,1,4,0,1,0,0,0,0,0,0,0,8,0,1,0,0.9,0.2,0.579331511,7,1,1,0,0,0,1,0,1,1,22,3,0.316227766,0.846748765,0.310322413,3.741657387,0.6,0.4,0.1,4,1,5,2,10,2,6,2,2,1,11,0,1,1,1,1,0
1252681,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0.9,0.4,0.840386816,11,0,0,9,1,9,1,1,2,1,104,3,0.515363949,1.156619469,0.414487635,3.16227766,0.7,0.9,0.1,4,4,9,5,8,4,10,7,1,2,9,0,1,0,0,1,0
1252727,1,0,1,4,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.8,1,1.105384549,11,1,0,8,0,11,1,1,2,1,71,2,0.529150262,1.279785623,0.412553027,3.605551276,0.8,0.8,0.8,3,1,8,5,9,5,12,5,2,2,9,0,0,1,0,1,1
1253051,1,2,1,6,1,5,0,1,0,0,0,0,0,0,0,9,0,1,0,0.9,0.3,0.640312424,11,1,1,0,1,1,1,0,1,1,91,3,0.424264069,1.152676099,0.38249183,3.605551276,0.2,0.8,0.2,1,1,8,3,7,2,10,7,1,2,6,0,1,0,1,0,0
1253592,1,0,2,9,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,1.7,1.654350326,11,0,0,1,1,15,1,1,2,1,104,2,0.591607978,1.39401762,0.401248053,3.31662479,0.4,0.8,0.6,3,3,7,4,11,1,7,13,0,4,3,0,1,0,0,0,0
1253631,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.4,0,0.902080928,4,1,1,0,1,9,1,0,2,1,21,3,0.316227766,0.85893457,0.313049517,3.741657387,0.6,0.9,0.1,3,1,9,2,11,2,12,5,2,3,5,0,0,0,0,0,0
